-162.690, -95.139, 2.150
-162.888, -95.139, 3.170
-163.084, -95.140, 3.865
-163.304, -95.140, 4.460
-163.569, -95.140, 5.031
-163.734, -95.141, 5.335
-164.015, -95.141, 5.788
-164.325, -95.142, 6.197
-164.428, -95.142, 6.314
-164.647, -95.142, 6.526
-164.867, -95.143, 6.706
-165.205, -95.144, 6.920
-165.542, -95.144, 7.077
-165.657, -95.145, 7.119
-165.898, -95.145, 7.190
-166.131, -95.146, 7.243
-166.362, -95.146, 7.280
-166.757, -95.147, 7.314
-167.113, -95.148, 7.322
-167.226, -95.148, 7.321
-167.483, -95.149, 7.312
-167.754, -95.149, 7.296
-167.988, -95.150, 7.277
-168.353, -95.151, 7.241
-168.633, -95.152, 7.209
-168.764, -95.152, 7.193
-169.121, -95.153, 7.147
-169.357, -95.153, 7.114
-169.695, -95.154, 7.066
-170.021, -95.155, 7.019
-170.130, -95.155, 7.003
-170.343, -95.156, 6.971
-170.592, -95.156, 6.934
-170.938, -95.157, 6.882
-171.167, -95.157, 6.838
-171.285, -95.158, 6.800
-171.393, -95.158, 6.756
-171.625, -95.159, 6.617
-171.835, -95.159, 6.451
-172.123, -95.160, 6.149
-172.427, -95.160, 5.755
-172.531, -95.161, 5.605
-172.727, -95.161, 5.298
-172.957, -95.162, 4.895
-173.168, -95.162, 4.478
-173.377, -95.162, 4.015
-173.507, -95.163, 3.693
-173.671, -95.163, 3.239
-173.854, -95.163, 2.646
-173.998, -95.164, 2.074
-174.150, -95.164, 1.254
-174.250, -95.164, 0.463
-174.371, -95.164, 1.286
-174.499, -95.164, 1.810
-174.700, -95.164, 2.345
-174.818, -95.164, 2.596
-174.948, -95.164, 2.841
-175.194, -95.164, 3.254
-175.324, -95.164, 3.451
-175.445, -95.164, 3.625
-175.564, -95.164, 3.786
-175.688, -95.164, 3.947
-175.882, -95.164, 4.186
-176.091, -95.165, 4.428
-176.201, -95.165, 4.549
-176.412, -95.165, 4.772
-176.584, -95.165, 4.946
-176.749, -95.165, 5.106
-176.939, -95.165, 5.283
-177.165, -95.165, 5.485
-177.407, -95.165, 5.691
-177.616, -95.165, 5.847
-177.860, -95.166, 5.989
-178.144, -95.166, 6.111
-178.383, -95.166, 6.183
-178.587, -95.166, 6.229
-178.921, -95.166, 6.278
-179.255, -95.167, 6.303
-179.554, -95.167, 6.310
-179.788, -95.167, 6.308
-180.018, -95.167, 6.301
-180.216, -95.167, 6.292
-180.465, -95.168, 6.277
-180.718, -95.168, 6.259
-180.975, -95.168, 6.239
-181.219, -95.168, 6.218
-181.478, -95.169, 6.195
-181.827, -95.169, 6.163
-182.133, -95.169, 6.134
-182.442, -95.170, 6.104
-182.671, -95.170, 6.083
-182.866, -95.170, 6.064
-183.205, -95.171, 6.032
-183.489, -95.171, 6.006
-183.780, -95.171, 5.979
-183.978, -95.172, 5.961
-184.270, -95.172, 5.936
-184.557, -95.172, 5.911
-184.768, -95.173, 5.893
-185.040, -95.173, 5.870
-185.296, -95.173, 5.850
-185.522, -95.174, 5.832
-185.788, -95.174, 5.811
-186.052, -95.174, 5.791
-186.391, -95.175, 5.766
-186.582, -95.175, 5.753
-187.106, -95.176, 5.716
-187.301, -95.176, 5.703
-187.536, -95.176, 5.688
