-162.561, -95.140, 0.848
-162.579, -95.140, 1.109
-162.623, -95.140, 1.592
-162.713, -95.140, 2.257
-162.813, -95.140, 2.805
-162.932, -95.140, 3.310
-163.112, -95.141, 3.911
-163.273, -95.141, 4.346
-163.477, -95.141, 4.809
-163.670, -95.142, 5.184
-163.853, -95.142, 5.497
-164.126, -95.142, 5.905
-164.537, -95.143, 6.382
-164.763, -95.144, 6.581
-164.975, -95.144, 6.737
-165.302, -95.145, 6.922
-165.629, -95.146, 7.057
-165.740, -95.146, 7.093
-165.990, -95.146, 7.158
-166.211, -95.147, 7.200
-166.557, -95.148, 7.241
-166.908, -95.149, 7.258
-167.019, -95.149, 7.260
-167.260, -95.149, 7.257
-167.486, -95.150, 7.249
-167.829, -95.151, 7.226
-168.187, -95.152, 7.194
-168.295, -95.152, 7.183
-168.513, -95.152, 7.159
-168.839, -95.153, 7.119
-169.166, -95.154, 7.077
-169.275, -95.154, 7.062
-169.490, -95.155, 7.032
-169.733, -95.155, 6.998
-170.047, -95.156, 6.953
-170.400, -95.157, 6.901
-170.519, -95.157, 6.884
-170.720, -95.157, 6.854
-170.924, -95.158, 6.825
-171.281, -95.159, 6.712
-171.590, -95.159, 6.518
-171.706, -95.160, 6.420
-171.904, -95.160, 6.224
-172.088, -95.161, 6.005
-172.372, -95.161, 5.619
-172.630, -95.162, 5.212
-172.791, -95.162, 4.929
-172.872, -95.162, 4.779
-173.100, -95.163, 4.314
-173.222, -95.163, 4.037
-173.360, -95.163, 3.699
-173.533, -95.164, 3.223
-173.635, -95.164, 2.905
-173.722, -95.164, 2.607
-173.801, -95.164, 2.307
-173.894, -95.164, 1.898
-173.974, -95.164, 1.475
-173.995, -95.165, 1.345
-174.032, -95.165, 1.087
-174.061, -95.165, 0.388
-174.075, -95.165, 0.140
-174.090, -95.165, 0.308
-174.111, -95.165, 0.478
-174.154, -95.164, 0.809
-174.176, -95.164, 1.004
-174.241, -95.164, 1.378
-174.310, -95.164, 1.654
-174.390, -95.164, 1.906
-174.465, -95.164, 2.107
-174.579, -95.165, 2.372
-174.683, -95.165, 2.587
-174.777, -95.165, 2.765
-174.877, -95.165, 2.944
-175.042, -95.165, 3.214
-175.206, -95.165, 3.462
-175.264, -95.165, 3.547
-175.320, -95.165, 3.624
-175.532, -95.165, 3.909
-175.685, -95.165, 4.100
-175.824, -95.165, 4.267
-175.953, -95.165, 4.413
-176.127, -95.165, 4.604
-176.298, -95.165, 4.783
-176.457, -95.165, 4.943
-176.681, -95.165, 5.159
-176.988, -95.165, 5.438
-177.351, -95.166, 5.745
-177.519, -95.166, 5.866
-177.787, -95.166, 6.018
-178.059, -95.166, 6.131
-178.146, -95.166, 6.160
-178.326, -95.166, 6.209
-178.598, -95.166, 6.262
-178.873, -95.166, 6.296
-179.163, -95.167, 6.315
-179.255, -95.167, 6.319
-179.494, -95.167, 6.321
-179.695, -95.167, 6.319
-179.991, -95.167, 6.308
-180.294, -95.168, 6.292
-180.394, -95.168, 6.285
-180.595, -95.168, 6.271
-180.887, -95.168, 6.248
-181.182, -95.169, 6.222
-181.265, -95.169, 6.215
-181.470, -95.169, 6.196
-181.748, -95.169, 6.170
-182.098, -95.169, 6.137
-182.272, -95.170, 6.120
-182.537, -95.170, 6.094
-183.067, -95.171, 6.044
-183.318, -95.171, 6.020
-183.572, -95.171, 5.997
-183.663, -95.171, 5.989
-183.843, -95.172, 5.972
-184.108, -95.172, 5.949
-184.363, -95.172, 5.927
-184.622, -95.172, 5.904
-184.707, -95.173, 5.897
-184.876, -95.173, 5.882
-185.120, -95.173, 5.857
-185.360, -95.174, 5.833
-185.599, -95.174, 5.809
-185.840, -95.174, 5.787
-186.081, -95.174, 5.764
-186.452, -95.175, 5.732
-186.615, -95.175, 5.724
-186.873, -95.175, 5.705
-187.151, -95.176, 5.675
-187.232, -95.176, 5.672
-187.388, -95.176, 5.666
-187.622, -95.177, 5.656
-187.869, -95.177, 5.640
-188.115, -95.177, 5.615
-188.446, -95.178, 5.576
-188.608, -95.178, 5.558
-188.845, -95.178, 5.536
-189.016, -95.179, 5.538
-189.094, -95.179, 5.549
-189.205, -95.179, 5.575
-189.410, -95.179, 5.637
-189.614, -95.180, 5.694
-189.884, -95.180, 5.748
-190.075, -95.180, 5.773
-190.258, -95.181, 5.792
-190.529, -95.181, 5.807
-190.792, -95.181, 5.814
-190.986, -95.182, 5.814
-191.083, -95.182, 5.813
-191.179, -95.182, 5.812
-191.380, -95.182, 5.807
-191.557, -95.182, 5.801
-191.838, -95.183, 5.789
-192.113, -95.183, 5.775
-192.202, -95.183, 5.771
-192.376, -95.184, 5.761
-192.643, -95.184, 5.746
-192.891, -95.185, 5.732
-192.978, -95.185, 5.727
-193.147, -95.185, 5.717
-193.384, -95.185, 5.703
-193.628, -95.186, 5.688
-193.863, -95.186, 5.674
-194.105, -95.186, 5.661
-194.337, -95.187, 5.647
-194.434, -95.187, 5.642
-194.591, -95.187, 5.633
-194.831, -95.187, 5.620
-195.068, -95.188, 5.606
-195.317, -95.188, 5.593
-195.559, -95.188, 5.581
-195.643, -95.189, 5.576
-195.802, -95.189, 5.566
-196.053, -95.189, 5.554
-196.285, -95.190, 5.547
-196.515, -95.190, 5.561
-196.751, -95.190, 5.601
-196.829, -95.190, 5.614
-196.985, -95.191, 5.635
-197.240, -95.191, 5.666
-197.416, -95.191, 5.691
-197.508, -95.191, 5.703
-197.618, -95.191, 5.715
-197.797, -95.192, 5.735
-198.020, -95.192, 5.750
-198.235, -95.192, 5.760
-198.475, -95.193, 5.767
-198.706, -95.193, 5.764
-198.960, -95.193, 5.753
-199.140, -95.194, 5.743
-199.396, -95.194, 5.729
-199.592, -95.195, 5.717
-199.696, -95.195, 5.711
-199.802, -95.195, 5.705
-199.995, -95.195, 5.693
-200.238, -95.196, 5.678
-200.565, -95.196, 5.663
-200.677, -95.196, 5.657
-200.881, -95.196, 5.645
-201.083, -95.197, 5.634
-201.307, -95.197, 5.623
-201.589, -95.198, 5.610
-201.761, -95.198, 5.598
-201.842, -95.198, 5.594
-201.929, -95.198, 5.590
-202.067, -95.198, 5.583
-202.393, -95.199, 5.569
-202.598, -95.199, 5.560
-202.780, -95.200, 5.552
-202.950, -95.200, 5.546
-203.134, -95.200, 5.554
-203.433, -95.201, 5.612
-203.668, -95.201, 5.660
-204.005, -95.201, 5.703
-204.197, -95.202, 5.717
-204.395, -95.202, 5.727
-204.584, -95.202, 5.732
-204.850, -95.203, 5.733
-205.113, -95.203, 5.730
-205.465, -95.203, 5.720
-205.650, -95.204, 5.714
-205.888, -95.204, 5.704
-206.158, -95.204, 5.691
-206.233, -95.205, 5.688
-206.408, -95.205, 5.679
-206.640, -95.205, 5.667
-206.881, -95.206, 5.655
-207.105, -95.206, 5.643
-207.337, -95.206, 5.631
-207.497, -95.206, 5.622
-207.624, -95.207, 5.616
-207.747, -95.207, 5.609
-207.952, -95.207, 5.599
-208.130, -95.207, 5.590
-208.384, -95.208, 5.577
-208.725, -95.208, 5.560
-208.887, -95.208, 5.553
-209.124, -95.209, 5.547
-209.488, -95.209, 5.597
-209.655, -95.210, 5.629
-209.895, -95.210, 5.661
-210.125, -95.210, 5.682
-210.378, -95.211, 5.695
-210.616, -95.211, 5.701
-210.942, -95.212, 5.701
-211.122, -95.212, 5.698
-211.329, -95.212, 5.693
-211.596, -95.213, 5.684
-211.828, -95.213, 5.675
-211.997, -95.213, 5.668
-212.198, -95.213, 5.659
-212.356, -95.214, 5.652
-212.612, -95.214, 5.639
-212.770, -95.214, 5.632
-212.883, -95.214, 5.626
-212.987, -95.215, 5.621
-213.180, -95.215, 5.611
-213.381, -95.215, 5.601
-213.619, -95.216, 5.589
-213.852, -95.216, 5.578
-214.146, -95.216, 5.563
-214.230, -95.216, 5.559
